connection_id,connection_duration_sec,protocol_type,service_type,connection_state,packets_sent,packets_received,bytes_sent,bytes_received,data_rate_bytes_per_sec,ttl_sender,ttl_receiver,sender_data_load,receiver_data_load,packets_lost_sender,packets_lost_receiver,time_between_sender_packets,time_between_receiver_packets,jitter_sender,jitter_receiver,tcp_window_sender,tcp_sequence_sender,tcp_sequence_receiver,tcp_window_receiver,tcp_round_trip_time,tcp_syn_ack_time,tcp_ack_data_time,mean_packet_size_sender,mean_packet_size_receiver,http_transaction_depth,server_response_size,connections_per_service,state_ttl_combinations,connections_to_destination_short_term,connections_from_source_to_dest_port,connections_to_dest_from_source_port,connections_between_source_dest,ftp_login_attempt,ftp_command_count,http_method_count,connections_from_source,connections_to_service,same_ip_port,is_attack
54224,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,1
42901,1.07231,tcp,-,FIN,14,14,812,764,25.179287,254,252,5625.239258,5296.976074,4,4,82.485385,78.294305,5379.647593,112.958773,255,3463995864,4039535326,255,0.094901,0.053656,0.041245,58,55,0,0,4,1,2,1,1,3,0,0,0,2,3,0,0
41656,0.621481,tcp,-,FIN,10,8,534,354,27.354014,254,252,6191.661621,3990.468018,2,1,69.042889,78.46557,3673.824643,159.162438,255,3831265532,304328106,255,0.168089,0.072217,0.095872,53,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
48102,1.252591,tcp,ftp,FIN,12,12,586,682,18.361939,254,252,3436.077637,3998.112549,3,4,113.871912,105.216,5567.294431,123.937344,255,560803370,479607695,255,0.179921,0.095129,0.084792,49,57,0,0,2,1,1,1,1,1,0,0,0,2,2,0,1
50008,5e-06,egp,-,INT,2,0,180,0,200000.0051,254,0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,8,2,5,4,4,4,0,0,0,4,6,0,1
6763,5e-06,larp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,11,6,0,1
59920,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,4,4,4,0,0,0,5,11,0,1
51992,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,7,7,4,7,0,0,0,7,7,0,1
3114,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,12,7,0,1
7234,0.477643,tcp,-,FIN,10,6,598,268,31.404207,254,252,9027.663086,3751.755859,2,1,46.211222,82.325398,2276.961252,109.031445,255,3599635921,1812280313,255,0.13085,0.066008,0.064842,60,45,0,0,4,1,2,1,1,1,0,0,0,2,1,0,1
3937,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,3,3,3,10,0,0,0,12,9,0,1
63512,1.1e-05,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,1
2441,9e-06,any,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
72201,0.500751,tcp,-,FIN,10,6,672,268,29.955006,254,252,9665.482422,3578.624756,2,1,51.746556,74.539,2798.534341,115.985125,255,4144386269,2662999932,255,0.203238,0.128047,0.075191,67,45,0,0,6,1,1,1,1,6,0,0,0,1,6,0,0
4600,9e-06,ib,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,2,2,7,0,0,0,2,7,0,1
61453,0.429719,tcp,-,FIN,8,8,364,910,34.906532,62,252,5938.764648,14837.60352,1,2,61.388426,58.691,4266.867688,116.982578,255,2618469771,1845482953,255,0.062615,0.013587,0.049028,46,114,0,0,5,1,2,1,1,2,0,0,0,3,2,0,1
62814,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,7,7,4,7,0,0,0,7,12,0,1
51388,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,2,3,0,0,0,3,10,0,1
44671,0.240052,tcp,-,FIN,10,6,484,268,62.486461,254,252,14530.18555,7465.049316,2,1,25.174,37.897398,1295.350772,58.595934,255,2353336785,2199850315,255,0.068114,0.050554,0.01756,48,45,0,0,13,1,4,3,1,4,0,0,0,4,13,0,1
78560,0.968066,tcp,-,FIN,10,8,754,354,17.560787,254,252,5611.187988,2561.808838,2,1,107.454222,128.459711,6262.486813,183.330516,255,1254357510,3322069759,255,0.157015,0.068839,0.088176,75,44,0,0,9,1,2,1,1,3,0,0,0,2,3,0,0
58049,7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,1
1061,0.727527,tcp,ftp-data,FIN,8,8,364,1628,20.617791,62,252,3507.773438,15669.52148,1,2,103.784429,94.951859,6926.842878,177.307719,255,1613063914,4226155936,255,0.106917,0.062859,0.044058,46,204,0,0,1,1,3,1,1,2,0,0,0,2,1,0,1
60972,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,1
64569,1.1e-05,udp,-,INT,2,0,104,0,90909.0902,254,0,37818180.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,2,1,1,1,0,0,0,1,6,0,1
26545,0.496894,tcp,-,FIN,16,18,1540,1644,66.412555,31,29,23248.41992,25003.32031,4,4,33.103934,29.198646,2088.726435,59.996957,255,2445165366,2535480161,255,0.00063,0.000506,0.000124,96,91,0,0,10,0,7,5,1,6,0,0,0,7,8,0,0
76494,0.551213,tcp,-,FIN,10,6,588,268,27.21271,254,252,7692.125977,3251.011719,2,1,61.235222,93.321797,3074.579607,130.471258,255,1329545529,4247884663,255,0.123456,0.084599,0.038857,59,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0
48074,0.694599,tcp,-,FIN,10,8,564,354,24.474554,254,252,5850.85791,3570.405518,2,1,75.920222,95.417141,5606.283633,137.922516,255,2390176901,1052404360,255,0.064154,0.026676,0.037478,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
72687,8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,10,2,1,1,1,5,0,0,0,1,5,0,0
53503,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,7,7,4,7,0,0,0,11,10,0,1
79892,0.896492,tcp,-,FIN,10,8,534,354,18.962802,254,252,4292.286133,2766.338135,2,1,99.610222,120.205289,6849.397232,171.565531,255,3623437015,4206168744,255,0.108646,0.054321,0.054325,53,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,0
51069,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,4,10,0,1
8505,0.850187,tcp,-,FIN,10,8,564,354,19.995601,254,252,4780.125,2917.005371,2,1,94.372444,112.317289,6321.651169,152.276484,255,2932756016,498056187,255,0.111211,0.063957,0.047254,56,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,1
7831,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,11,3,0,1
57868,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,3,2,2,3,0,0,0,8,7,0,1
6334,0.627454,tcp,-,FIN,10,8,564,354,27.09362,254,252,6476.969238,3952.481201,2,1,69.717111,87.920289,5399.756276,139.945266,255,2442819631,3318273475,255,0.052359,0.005974,0.046385,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
75750,0.219517,tcp,-,CON,6,2,978,86,31.888192,62,252,29701.57227,1567.076904,2,1,43.9034,0.005,2623.492506,0.0,255,3636580842,3468745016,255,0.181626,0.107193,0.074433,163,43,0,0,7,3,2,2,1,5,0,0,0,2,5,0,0
47888,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,4,7,0,0,0,7,17,0,1
55493,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,3,3,4,0,0,0,6,7,0,1
53009,1.1e-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,2,0,0,0,5,6,0,1
57551,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
34820,0.385791,tcp,-,FIN,16,18,1540,1644,85.538542,31,29,29943.67383,32203.96484,4,4,25.6974,22.661646,1778.266514,40.423945,255,824635039,3041142795,255,0.000681,0.000535,0.000146,96,91,0,0,12,0,7,5,1,5,0,0,0,11,7,0,0
42378,0.50851,tcp,-,FIN,10,6,534,268,29.497945,254,252,7567.206055,3524.02124,2,1,54.796556,92.141602,2842.544015,145.768594,255,4165583005,2010770427,255,0.115018,0.047793,0.067225,53,45,0,0,7,1,4,4,2,5,0,0,0,5,5,0,0
81244,1.289028,tcp,-,FIN,14,12,774,642,19.394458,254,252,4462.276855,3655.467285,4,3,97.070308,105.453547,5044.329446,146.920328,255,1202982609,3467424949,255,0.201487,0.12903,0.072457,55,54,0,0,2,1,2,2,1,2,0,0,0,2,2,0,0
50283,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,2,4,4,4,4,0,0,0,5,5,0,1
72674,6e-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,11,2,2,2,1,3,0,0,0,2,4,0,0
55913,1e-05,vmtp,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,1
53416,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,5,4,4,5,0,0,0,5,11,0,1
57812,0.591205,tcp,-,FIN,10,8,756,354,28.754831,254,252,9215.078125,4194.822266,2,1,63.200333,76.079141,4350.007515,116.813297,255,2474457929,4278072093,255,0.115439,0.05864,0.056799,76,44,0,0,6,1,1,1,1,1,0,0,0,1,6,0,1
58260,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,4,4,2,4,0,0,0,4,16,0,1
60561,0.793138,tcp,-,FIN,10,6,588,268,18.912219,254,252,5345.854004,2259.379639,2,1,88.126444,142.039797,4857.999033,261.201813,255,3908930192,3386819047,255,0.115804,0.068633,0.047171,59,45,0,0,7,1,3,3,3,3,0,0,0,5,8,0,1
54031,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,4,4,4,4,0,0,0,5,8,0,1
65170,0.537744,tcp,-,FIN,12,10,994,828,39.052041,254,252,13567.79492,11098.21777,3,2,48.337546,54.288109,3471.5023,98.396781,255,319058697,2975275791,255,0.101329,0.049136,0.052193,83,83,0,0,9,1,2,2,1,2,0,0,0,2,9,0,1
53406,1.544753,tcp,-,FIN,16,12,970,642,17.478523,254,252,4712.727539,3050.325928,5,3,102.983534,132.771094,5638.290585,229.797906,255,2710314006,1864599096,255,0.147231,0.083681,0.06355,61,54,0,0,10,1,6,1,1,5,0,0,0,9,9,0,1
47891,0.304134,tcp,-,FIN,10,6,594,268,49.320364,254,252,14072.74414,5892.139648,2,1,30.525333,50.626398,1547.770987,72.730789,255,3263348155,622235735,255,0.078762,0.050996,0.027766,59,45,0,0,20,1,3,2,2,3,0,0,0,3,9,0,1
53806,0.733306,tcp,http,FIN,10,6,566,268,20.455308,254,252,5563.84375,2443.727539,2,1,78.102222,137.835594,4462.387282,243.52925,255,2045319189,17075119,255,0.107387,0.044117,0.06327,57,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
61182,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,3,10,0,1
7222,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,4,4,8,0,0,0,13,8,0,1
73865,0.562496,tcp,-,FIN,10,8,486,354,30.222437,254,252,6229.377441,4408.92041,2,1,60.235889,68.957289,3804.890879,132.970797,255,2791969519,4225489798,255,0.128504,0.079791,0.048713,49,44,0,0,11,1,2,2,1,10,0,0,0,2,10,0,0
57311,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,3,3,3,3,0,0,0,6,12,0,1
45250,0.130663,sctp,-,CON,2,2,152,82,22.959829,254,60,4653.191895,2510.274658,0,0,0.007,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,76,41,0,0,9,3,2,2,2,2,0,0,0,2,8,0,1
2678,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,1
9407,0.686738,tcp,-,FIN,10,8,564,354,24.754709,254,252,5917.831543,3611.275146,2,1,75.273667,93.724141,5614.49651,139.796938,255,3072983010,1013587025,255,0.050062,0.03066,0.019402,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
70996,0.390943,tcp,-,FIN,10,6,520,268,38.368766,254,252,9576.84375,4583.788574,2,1,43.438111,69.700203,2177.41577,115.081875,255,302356039,476892769,255,0.077589,0.041621,0.035968,52,45,0,0,5,1,2,2,1,4,0,0,0,15,4,0,0
64316,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,1
49245,0.750483,tcp,-,FIN,16,12,900,642,35.976832,254,252,8996.873047,6278.623535,5,3,49.520599,63.359363,3215.174023,103.618852,255,2944360769,996986739,255,0.141233,0.05352,0.087713,56,54,0,0,7,1,1,1,1,1,0,0,0,1,7,0,1
59241,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,4,4,4,4,0,0,0,4,9,0,1
41788,0.702432,tcp,-,FIN,10,6,534,268,21.354381,254,252,5478.110352,2551.136719,2,1,76.060889,120.297602,3955.919304,188.630734,255,1229318782,2313639170,255,0.200069,0.100935,0.099134,53,45,0,0,6,1,3,2,2,3,0,0,0,3,4,0,0
5954,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,9,3,0,1
65302,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,3,3,3,3,0,0,0,3,15,0,1
57529,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,4,4,4,4,0,0,0,8,12,0,1
75983,0.139325,tcp,-,CON,6,2,978,86,50.242242,62,252,46797.05859,2469.047363,2,1,27.865,0.008,1687.837912,0.0,255,4121209537,2811730575,255,0.117316,0.068,0.049316,163,43,0,0,12,3,5,5,1,12,0,0,0,5,12,0,0
7992,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,1
52944,1e-05,wb-mon,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,4,0,0,0,5,12,0,1
60032,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,2,2,2,2,0,0,0,2,9,0,1
47297,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,7,7,3,7,0,0,0,7,7,0,1
53328,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,4,3,3,3,0,0,0,4,10,0,1
10005,7e-06,udp,dns,INT,2,0,120,0,142857.1409,62,0,68571424.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
67628,1.048395,tcp,-,FIN,12,10,994,858,20.030618,254,252,6959.208984,5898.540039,3,2,95.226912,108.730445,5722.883078,166.970109,255,1877769485,3083341153,255,0.121393,0.069817,0.051576,83,86,0,0,4,1,2,1,1,1,0,0,0,3,2,0,0
71701,0.482943,tcp,-,FIN,14,12,782,678,51.765944,254,252,12042.8291,10303.49316,4,4,37.149463,37.79409,1770.006817,51.01277,255,1174869985,918166902,255,0.076105,0.042193,0.033912,56,57,0,0,6,1,2,2,1,6,0,0,0,3,7,0,0
64659,0.611638,tcp,-,FIN,8,6,840,268,21.254402,254,252,9613.529297,2929.837646,2,1,84.126143,120.048797,5986.15646,215.640453,255,1963740921,3043579916,255,0.011387,0.011387,0.0,105,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
59544,1e-05,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,1,0,0,0,1,3,0,1
60608,0.356273,tcp,-,FIN,12,8,1120,690,53.329891,254,252,23060.9668,13562.63379,3,2,30.458729,49.11357,1608.254623,66.719617,255,1428227635,4168667642,255,0.060675,0.012473,0.048202,93,86,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
52649,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,4,4,4,0,0,0,4,11,0,1
53097,7e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,2,2,2,2,0,0,0,4,9,0,1
59684,0.358907,tcp,-,FIN,10,6,868,268,41.793555,254,252,17430.69922,4992.936523,2,1,39.306333,70.114602,3242.29361,133.646656,255,3367453906,3480308714,255,0.025795,0.008325,0.01747,87,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
72424,0.590279,tcp,-,FIN,10,6,602,268,25.411713,254,252,7345.679199,3035.852539,2,1,65.481444,102.434398,3730.734427,180.831531,255,967762144,2481819300,255,0.126673,0.078104,0.048569,60,45,0,0,6,1,2,1,1,7,0,0,0,2,6,0,0
60373,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,4,4,3,4,0,0,0,4,16,0,1
4892,5e-06,ddx,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,10,3,0,1
48918,0.539269,tcp,http,FIN,10,6,1278,268,27.815433,254,252,17074.9668,3323.01709,2,1,57.214222,103.364,3116.780851,171.0585,255,3482236365,3065524188,255,0.081798,0.022438,0.05936,128,45,0,0,2,1,2,2,2,2,0,0,0,6,2,0,1
9307,0.697439,tcp,-,FIN,10,8,564,354,24.374891,254,252,5827.032715,3555.866455,2,1,75.475889,96.691,5701.626408,139.209984,255,1566201481,3031537172,255,0.070916,0.020599,0.050317,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
60964,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,3,3,3,3,0,0,0,4,8,0,1
51709,0.702446,tcp,http,FIN,10,6,510,268,21.353955,254,252,5227.448242,2551.085938,2,1,77.926111,126.447602,4102.807012,222.060453,255,243104589,1525443043,255,0.132925,0.070197,0.062728,51,45,0,0,4,1,1,2,1,1,0,0,0,3,3,0,1
48605,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,2,2,2,2,0,0,0,2,10,0,1
82174,0.753338,tcp,-,FIN,10,6,534,268,19.911382,254,252,5107.933105,2378.746338,2,1,83.703333,140.049203,4412.601309,200.540016,255,3898771621,2421484086,255,0.136984,0.053089,0.083895,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,0
6319,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,3,3,3,7,0,0,0,3,7,0,1
67580,1.135841,tcp,-,FIN,12,8,1106,726,16.727693,254,252,7141.844727,4479.5,3,2,97.072544,149.154141,5219.28087,194.203109,255,1155577783,4148869094,255,0.170718,0.091758,0.07896,92,91,0,0,8,1,1,1,1,4,0,0,0,1,7,0,0
62600,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,1
77906,0.461654,tcp,-,FIN,10,6,546,268,32.491866,254,252,8525.865234,3881.694824,2,1,48.656333,76.235203,2508.033002,116.538648,255,1217363320,1939607638,255,0.142245,0.080475,0.06177,55,45,0,0,6,1,2,2,1,6,0,0,0,2,6,0,0
41819,0.74554,tcp,-,FIN,10,6,588,268,20.119644,254,252,5687.152832,2403.626709,2,1,78.647,130.935797,4147.071124,193.920406,255,1863311747,1436555004,255,0.163781,0.090852,0.072929,59,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
53894,1.1e-05,3pc,-,INT,2,0,200,0,83333.33039,254,0,66666664.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,22,2,5,4,4,4,0,0,0,7,17,0,1
40381,0.763635,tcp,-,FIN,10,6,650,268,19.642893,254,252,6128.58252,2346.670898,2,1,77.574333,132.391406,4104.918151,207.685375,255,1062589747,273302044,255,0.175432,0.101669,0.073763,65,45,0,0,7,1,3,1,1,7,0,0,0,2,10,0,0
57743,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,1
748,5e-06,any,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,1,1,6,0,0,0,1,6,0,1
48471,1.2e-05,any,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,6,6,6,6,0,0,0,6,18,0,1
62128,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,4,4,4,4,0,0,0,4,14,0,1
48641,0.611767,tcp,http,FIN,10,8,1096,354,27.788358,254,252,12906.875,4053.831055,2,1,65.278667,77.518859,4158.20458,120.733398,255,2982022869,140344632,255,0.143774,0.069133,0.074641,110,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
61378,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,1
51527,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,7,7,4,7,0,0,0,7,10,0,1
